"V1" "V2" "V3" "V4"
"1" 0.676868088957729 0.308542545352343 -4.68384567421298 -9.38961515975278
"2" 0.704938234440516 0.188610373076723 -4.71285908009704 -9.96326963482739
"3" 0.573295664383683 0.25588587054664 -4.83437031221581 -11.9707442109656
"4" 0.873786875416357 0.382107919529519 -4.9027386904398 -9.33141589678503
"5" 0.816346409793111 0.272426991334098 -4.92459623528355 -7.72748976970293
"6" 0.864614336298498 0.191097647956803 -4.28409768617755 -5.38956942607303
"7" 0.737221368362811 0.330267004365394 -4.69963935582211 -5.94823260819685
"8" 0.893971210570459 0.287366050757801 -5.99843637780561 -6.19289230221746
"9" 0.482369098477885 0.218851025641437 -4.17627629266965 -6.89488910242532
"10" 0.83045302703863 0.384384178078623 -3.96523138393488 -5.98722687314015
"11" 0.755223477268668 0.264575049315106 -4.12556821414647 -6.21647018044242
"12" 0.776568329150834 0.236374822464417 -4.29114615673985 -7.72988417938093
"13" 0.302440678411389 0.325458318846617 -4.54634451135142 -6.50252639389812
"14" 0.55586886265416 0.186573331980205 -3.40465619575395 -5.82312589708254
"15" 0.510744133234295 0.186350377241537 -4.12689195185742 -7.94671691436937
"16" 0.950516661719504 0.310407103853858 -5.21484556717553 -6.14492038347133
"17" 0.651223975499867 0.316564026151062 -4.26181311470507 -6.76124898430518
"18" 0.56673459643187 0.168582286579291 -3.9032017900272 -8.42105465228488
"19" 0.655193266671958 0.223822245082468 -4.95506830578912 -9.48311263029867
"20" 0.825812496421687 0.331406835570485 -5.33547540466031 -9.15516456206796
"21" 0.96036322991135 0.256220027141016 -4.03338690331348 -9.989655372836
"22" 0.51214551181183 0.180293188088948 -4.5325409769719 -11.4836400709946
"23" 0.808543046415851 0.344326055550464 -4.81904360451843 -9.68432392991623
"24" 0.75880262369431 0.278443733488146 -4.73535885302701 -8.61274591290689
"25" 0.537104172705372 0.140428432917985 -4.71036931252133 -10.3787926703722
"26" 0.959612993222545 0.285984059228954 -5.26577614073184 -10.8266443748826
"27" 0.579407381914822 0.24825904975061 -4.80851426573238 -10.3159745541201
"28" 0.87349024026106 0.177381430576714 -4.40211625065795 -10.6222395685654
"29" 0.431737154922167 0.327594610184803 -6.20321996506769 -8.00330235321505
"30" 0.477784474631599 0.314067279370613 -5.64565862908416 -7.77672783091411
"31" 0.959089241931213 0.177667503326897 -3.31943128619396 -8.22234914798717
"32" 0.733698398455328 0.204151103408171 -4.4789232393362 -11.2696496408496
"33" 0.179842267560437 0.20759380832426 -3.68612900391696 -9.56317056109444
"34" 0.796040771120999 0.247592634563812 -5.27687367749563 -11.4648927935874
"35" 0.832776751542304 0.294392259647826 -4.78799025528607 -9.62358355088114
"36" 0.947474121989765 0.207684554161802 -3.86328919357584 -9.30960548143334
"37" 0.781689734326498 0.348539473132487 -5.24287907961617 -9.54791946612466
"38" 0.446740922099512 0.321846667036451 -4.7983775778624 -11.1794926110862
"39" 0.711988291510417 0.281901714353188 -4.53519627103081 -10.8280810741013
"40" 0.421129457405428 0.220878698576913 -4.84943271619443 -12.6927821821058
"41" 0.958798138967886 0.256751337353908 -4.23933778376466 -11.455276667276
