"V1" "V2" "V3" "V4"
"1" 0.758243745191176 0.218696767618258 -2.64185092385625 -3.37831338562756
"2" 0.727755963268439 0.229872400577158 -2.743232881259 -4.24638575626044
"3" 0.881226947919654 0.141971886897982 -2.56686170774674 -4.04579382040564
"4" 0.84872213435213 0.139978566494201 -2.842443264649 -3.69590057125718
"5" 0.892809786323489 0.121087964558984 -2.86571418117622 -3.36935485109575
"6" 0.90761155240907 0.291512808877935 -2.37460871725078 -3.68267822449696
"7" 0.435389657248951 0.148398927613998 -2.47425971411522 -3.51150448876825
"8" 0.888666046612807 0.135396143324036 -2.67182099582229 -4.62204121416507
"9" 0.758050295863351 0.209756728861373 -2.68917176472586 -4.33173115274477
"10" 0.669355412278552 0.201503697151163 -2.80129099282368 -3.73636979360589
"11" 0.629152239546474 0.238056489932595 -2.82610293279078 -4.27608830001074
"12" 0.851809907973033 0.293686410509708 -2.79349594927909 -3.75599325719431
"13" 0.640751469674716 0.15945327919163 -2.57369200164248 -4.29770807084913
"14" 0.786152541925987 0.163911830730078 -2.82656840091285 -3.6625168425384
"15" 0.725556381630755 0.2190723907295 -2.66105452245645 -3.94768300647167
"16" 0.985743139397345 0.244874622372472 -2.66204153101086 -3.61560613497764
"17" 0.674833054864129 0.140931890622109 -2.36147453317604 -3.79840591485424
"18" 0.279765156160751 0.167258887100731 -2.68833844295356 -3.61054893509927
"19" 0.98174900338684 0.176528686067123 -2.7686205604866 -3.9911671338929
"20" 0.817278864151646 0.178388206113376 -2.80303647882519 -3.73357270647781
"21" 0.976865594386577 0.0657100781243325 -2.76234911568756 -3.93333897263611
"22" 0.410882304682388 0.110986529755784 -2.80945934755983 -3.49435655956252
"23" 0.736423658498437 0.213786086098354 -2.43872763861092 -3.5555556460729
"24" 0.705985017652322 0.275712727486056 -2.70884658188706 -3.5494332396892
"25" 0.968103461954367 0.258653828937082 -2.67469075669855 -3.81539837390281
"26" 0.84010511655891 0.153881199620209 -2.61723105574441 -4.22584277371268
"27" 0.155495562415343 0.160310054792913 -2.677764064232 -3.76031270430732
"28" 0.117444274518666 0.207595898198194 -2.78781417408714 -3.34222940195656
"29" 0.603898852948053 0.254556769287839 -2.552955632237 -3.89226187346995
"30" 0.69654799526943 0.185837385597433 -2.90974956511091 -3.73219383786899
"31" 0.950695933269946 0.188975917642162 -2.98681283303413 -3.76330275990188
"32" 0.951973749720712 0.226430938933597 -2.52641771013651 -4.08526701335668
"33" 0.0868088225507296 0.110441799765737 -2.63530433100351 -3.56264255543756
"34" 0.685575014095634 0.112824315248843 -2.73872783502335 -4.13070749889741
"35" 0.998263500824498 0.192387569805532 -2.77946278317368 -4.20838091763743
"36" 0.837170697209359 0.241737207602301 -2.69813162363009 -3.66389835833257
"37" 0.879476555665075 0.150397383858348 -2.61417751888864 -3.86966039813817
"38" 0.66875812825207 0.22976281112217 -2.6437390027149 -3.88196837973382
"39" 0.230252626354854 0.172280866088969 -2.99931196394065 -4.08612008776775
"40" 0.191744730183278 0.176809370654518 -2.68646672891965 -4.8679060626934
"41" 0.805437383910696 0.220386749832162 -2.57827681322166 -4.26200916332435
"42" 0.191163074574449 0.150593765628648 -2.86612557616377 -3.82077209164682
"43" 0.425679889679823 0.131002349099576 -2.85474061681096 -3.88110355935847
"44" 0.635874590683529 0.14156161773709 -2.61796566866717 -3.60974833969357
"45" 0.543570641931578 0.165665342010531 -2.79085998187316 -3.87114341020121
"46" 0.735028447583596 0.197484956005271 -2.81788699309558 -3.81465651967753
"47" 0.947028688281175 0.217226407766685 -2.86297484767578 -4.15029647166575
"48" 0.398138279990964 0.232260453390779 -2.57571315967187 -3.39429170332189
"49" 0.553760845074669 0.150704635817354 -2.67504319244698 -3.52624782825576
